tweet,gender,age_group,extraversion,neuroticism,agreeableness,conscientiousness,openness
"Naming my law firm/night club ""Mullet."" People will have to walk through the business in the front to get to the party in the back.",1,0,0.2,0.2,0.4,0.4,0.5
I before E except when you run a feisty heist on a weird beige foreign neighbor.,1,0,0.2,0.2,0.4,0.4,0.5
"If i ever created a social network the password must include a capital letter, a number, a plot, a protagonist, and and a twist ending",1,0,0.2,0.2,0.4,0.4,0.5
I hate when people think that just cause i'm a tomboy i cant like guys well new flash i'm in love w/ @,1,0,0.2,0.2,0.4,0.4,0.5
@  I'll tell you tomorow and i wasn't really mad at you i had to take it out on someone and you were right there so i'm sorry,1,0,0.2,0.2,0.4,0.4,0.5
@  #97 you think Mr.Ong's nose is cute well actually you think everyone's nose is cute,1,0,0.2,0.2,0.4,0.4,0.5
I'M FAAAAAMOS!! My name was on the CST except it said he in the second sentence :(,1,0,0.2,0.2,0.4,0.4,0.5
Not feelin to well  today (emotinally),1,0,0.2,0.2,0.4,0.4,0.5
@  #96  I can always trust you and if theres any problem i could always come to you.,1,0,0.2,0.2,0.4,0.4,0.5
@  # 95 :  We completely understand each others weirdness,1,0,0.2,0.2,0.4,0.4,0.5
Congardulations @  i have finally decided to do the 100 thingamabob for you,1,0,0.2,0.2,0.4,0.4,0.5
@  OOOPS hehehe congratulation not whatever i put there,1,0,0.2,0.2,0.4,0.4,0.5
@  #100  we both have awesome dance moves,1,0,0.2,0.2,0.4,0.4,0.5
Just made a bacon pizza cant wait to eat,1,0,0.2,0.2,0.4,0.4,0.5
@  what are you talking about paulina i make you laugh everyday,1,0,0.2,0.2,0.4,0.4,0.5
@  actually the correct grammar would be if u ever have done the CST then you understand the pain i'm going through.,1,0,0.2,0.2,0.4,0.4,0.5
@  hahahahah sorry i just had to go tutor mode on you,1,0,0.2,0.2,0.4,0.4,0.5
If we didnt have school on mondays we would all hate tuesdays so lets all say thank you to monday because tuesday doesn't deserve hate,1,0,0.2,0.2,0.4,0.4,0.5
@  #94: Were Both Blind,1,0,0.2,0.2,0.4,0.4,0.5
I will read my horoscope from as many different sources as I need to until I find the one I like,1,0,0.2,0.2,0.4,0.4,0.5
"Has anyone ever had a friend tht was more like there sister, and then suddenly she wasnt your friend anymore then you know how i feel",1,0,0.2,0.2,0.4,0.4,0.5
#imagine that your having a crappy birthday when one direction comes to your party and sings your favorite song by them and Louis kisses you,1,0,0.2,0.2,0.4,0.4,0.5
YES!!! LAST DAY OF CST TESTING!!!!,1,0,0.2,0.2,0.4,0.4,0.5
srry i havent been on in awhile just eneded the cst's and i already  got a crap load of  work,1,0,0.2,0.2,0.4,0.4,0.5
When im just havin a hella of a good time with my friends #ItsAllGood,1,0,0.2,0.2,0.4,0.4,0.5
@  and @  are at my house!!!!!,1,0,0.2,0.2,0.4,0.4,0.5
never and i mean never let @  walk into your house hahaahhaha jk,1,0,0.2,0.2,0.4,0.4,0.5
@ # 93: Were Both Deaf,1,0,0.2,0.2,0.4,0.4,0.5
@  is stupid and a dog,1,0,0.2,0.2,0.4,0.4,0.5
@ yeah but it was random,1,0,0.2,0.2,0.4,0.4,0.5
fine @  you win i'll tell the whole world that i can rap. there i did it happy now.,1,0,0.2,0.2,0.4,0.4,0.5
helping hannah on her math homework cause im awesome,1,0,0.2,0.2,0.4,0.4,0.5
"if i drink alcohol, I am an alcoholic, but if i drink fanta then.....I am FANTASTIC!!",1,0,0.2,0.2,0.4,0.4,0.5
when you're thinking of someone does that mean there thinking of you to?,1,0,0.2,0.2,0.4,0.4,0.5
I HATE SCIENCE!! right after they gave us a project they give us another one and there both soooo confusing!!!!!!,1,0,0.2,0.2,0.4,0.4,0.5
@ ahhhhh poopy during my rehearsals i wasnt able to take of pic of my #wonderful acting skills,1,0,0.2,0.2,0.4,0.4,0.5
@ i'm not afraid of all the attention so how come i'm so #afraidoftalking to her (#shesnotafraid) ~,1,0,0.2,0.2,0.4,0.4,0.5
had my play today #toystory3 it was a full house and at the end a little girl asked me for my autograph!!!!!! #imabefamous one day!!,1,0,0.2,0.2,0.4,0.4,0.5
gotta stay #upallnight havent even started my algebra project thats due tommorow... after i sleep from now to 12 GOOD NIGHT!!!,1,0,0.2,0.2,0.4,0.4,0.5
@  look whatever the hell i did how much you wanna bet i didnt mean it. I dont wanna to relive the jessica thing im sorry,1,0,0.2,0.2,0.4,0.4,0.5
Every Year @ this time of year i #loseafriend so through out the day i'll tweet who they are and what happened,1,0,0.2,0.2,0.4,0.4,0.5
Kinder - Ana - i cant remember what but i know it was something i said,1,0,0.2,0.2,0.4,0.4,0.5
"1st grade- Emily- i said "" no one likes you anymore """,1,0,0.2,0.2,0.4,0.4,0.5
"2nd- Rebecca- I told her i was smarter than her , Idk 2nd graders are werid",1,0,0.2,0.2,0.4,0.4,0.5
3rd - Samantha- I told her she was a butt face (tht words has always been in my vocab),1,0,0.2,0.2,0.4,0.4,0.5
4th- Bethany- I pushed her off the play structure,1,0,0.2,0.2,0.4,0.4,0.5
5th- Alexis - she broke my boyfriends neck (well current x-boyfriend),1,0,0.2,0.2,0.4,0.4,0.5
6th- Angela- its a long story,1,0,0.2,0.2,0.4,0.4,0.5
7th- Jessica- she started dating my brother so we had a falling out and this is the one out of all of them that hurts the most,1,0,0.2,0.2,0.4,0.4,0.5
8th (current) - @ - Idk she wont tell me and if your reading this paulina read all my tweets first to understand,1,0,0.2,0.2,0.4,0.4,0.5
"A #realfriend will forgive you no matter what you do so i dont give a shit if @  doesn't fucking forgive me, #shenotafriend",1,0,0.2,0.2,0.4,0.4,0.5
"Scared as hell for Friday, Thursday i don't care but Friday WISH ME LUCK!!!",1,0,0.2,0.2,0.4,0.4,0.5
i need to pee ... yes i am not afraid to tell the world that cause thats #whoiam,1,0,0.2,0.2,0.4,0.4,0.5
~  I feel  like this for 2 people that friendship that i ruined and didn't know what i did :(,1,0,0.2,0.2,0.4,0.4,0.5
I HAVE 111 TWEETS !!!! THATS LIKE A PERFECT NUMBER!! aw~ i have 112 :(,1,0,0.2,0.2,0.4,0.4,0.5
"FINALLY I CLEARED MY E-MAIL!! that thing was a mess, now for my backpack....wish me luck i found a sock in there once XD",1,0,0.2,0.2,0.4,0.4,0.5
@ YAAAY!!! we have backpacks that eat thing ohhh but your socks are cool :P,1,0,0.2,0.2,0.4,0.4,0.5
@  youll find out know woncha,1,0,0.2,0.2,0.4,0.4,0.5
hahahahaha suckers i don't got school today or tommorow :P  but seriously i dont!! how exciting.,1,0,0.2,0.2,0.4,0.4,0.5
@  I DON'T HAVE SCHOOL TODAY!!!!!,1,0,0.2,0.2,0.4,0.4,0.5
Just got back from my service learning presentation WE GOT 100% YEAH!!,1,0,0.2,0.2,0.4,0.4,0.5
@ cracks me up with her youtube videos,1,0,0.2,0.2,0.4,0.4,0.5
My last day of middle school so sad :( on the bright side i got out 1 week earlier XD !!!,1,0,0.2,0.2,0.4,0.4,0.5
Lots of hugging went  on today cant believe i hugged them back !!!,1,0,0.2,0.2,0.4,0.4,0.5
Me when i meet one direction ~,1,0,0.2,0.2,0.4,0.4,0.5
I GRADUATED!!!! IM A BIG KID NOW!!!! HIGH SCHOOL HERE I COME,1,0,0.2,0.2,0.4,0.4,0.5
went to a party yesterday cause i graduated was fun but then at the end everyone was crying cause were never going to see each other again,1,0,0.2,0.2,0.4,0.4,0.5
hey sorry i haven't been on I've been training to be a junior life guard,1,0,0.2,0.2,0.4,0.4,0.5
WTF IS THIS!!! THIS GUY CANT GO AROUND SAYING THT WERE NOT A COUNTRY!! #icantbeliveit   ~,1,0,0.2,0.2,0.4,0.4,0.5
OMG   I HAVE 100 FOLLOWERS !! THTS NOT ALOT BUT STILLL EXITED !!!,1,0,0.2,0.2,0.4,0.4,0.5
I am sooo happy today!!!  I am lost of words :D,1,0,0.2,0.2,0.4,0.4,0.5
@   hahaha louis your so funny and awesome!!! I love you!!! not in that creepy stalker way though :p,1,0,0.2,0.2,0.4,0.4,0.5
watch  @  videos  and subscribe to her cause shes just tht awesome!!,1,0,0.2,0.2,0.4,0.4,0.5
Yesterday i got stung by a giant jelly fish and almost drowned see going to the beach everyday for the junior lifeguard isnt tht fun,1,0,0.2,0.2,0.4,0.4,0.5
@  No we should be thanking you guys cause you let us see you guys and your #fabuLOUIS and hear your #amaZAYN music,1,0,0.2,0.2,0.4,0.4,0.5
really sorry i havent been on you guys since ive been doin the junior lifeguards thing i come home soooo tired,1,0,0.2,0.2,0.4,0.4,0.5
when my names on a math problem everyone stares at me and im like yeaaaah i can drive 2 miles   that mean i got my licences,1,0,0.2,0.2,0.4,0.4,0.5
goood bye from twitter for ever @  i'll miss you  and sadly never talk to you agian... see ya when school starts :P,1,0,0.2,0.2,0.4,0.4,0.5
@ @  idk i dont thnink so IM SOO CONFUSED!!,1,0,0.2,0.2,0.4,0.4,0.5
@ @  see dont ya get it my name was in the cst and i was driving remeber,1,0,0.2,0.2,0.4,0.4,0.5
tommorow i have to swim 1000 Yards and run 2 miles for the junior lifeguard thing who thinks i can do it! #wishmeluck,1,0,0.2,0.2,0.4,0.4,0.5
@ @ OMG!!!!! you posted this 2 months before my B-day its a sign its meant to be your gonna be my husband  :D,1,0,0.2,0.2,0.4,0.4,0.5
My favorite color is blue .... idk im just werid like tht,1,0,0.2,0.2,0.4,0.4,0.5
Went to aquatica today w/ my junior lifeguard freinds,1,0,0.2,0.2,0.4,0.4,0.5
"""Do a little more each day than you think you possibly can."" - Lowell Thomas",1,0,0.2,0.2,0.4,0.4,0.5
"@  "" Surfers, south of the truck!""",1,0,0.2,0.2,0.4,0.4,0.5
"""Cherish your visions and your dreams, as they are the children of your soul,  the blueprints of your ultimate accomplishments"" - Napoleon H",1,0,0.2,0.2,0.4,0.4,0.5
@  All your songs are the best songs ever :P,1,0,0.2,0.2,0.4,0.4,0.5
@  YEAH!!  ooooh but thts cause your going to a diffrent high school :(,1,0,0.2,0.2,0.4,0.4,0.5
@ @ Oh please my Mt. Jelly was waaaay better than tht :P,1,0,0.2,0.2,0.4,0.4,0.5
@  its sandy the sandman i would know i named it and then ditched you guys to make Mt. Jelly :P,1,0,0.2,0.2,0.4,0.4,0.5
@  Yeah you guys really wanted to make a sandman but Mt. Jelly was better we didn't even get judged! #toocoolforjudges,1,0,0.2,0.2,0.4,0.4,0.5
Yesterday one direction released there new song best song ever!!,1,0,0.2,0.2,0.4,0.4,0.5
@ i need to tell you something its the reason i refused to let go of Voldemort,1,0,0.2,0.2,0.4,0.4,0.5
"""Its a choice, not a chance, that determines your destiny"" - Jean N",1,0,0.2,0.2,0.4,0.4,0.5
That moment in life when you keep waiting for something tht you know wont happen,1,0,0.2,0.2,0.4,0.4,0.5
Lol just watched the new music vid from one direction i cant stop laughing!,1,0,0.2,0.2,0.4,0.4,0.5
@ Louis your even sexy when your a fat old man :),1,0,0.2,0.2,0.4,0.4,0.5
@ that tweet was mainly for you ;-) cheers!,0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Person of Interest, Pilot (S01E01). ~",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching The Borgias, Day of Ashes (S02E06). ~",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching The Borgias, The Siege at Forli (S02E07). ~",0,2,0.1,0.3,0.3,0.2,0.4
Waiting for #radiohead  ~,0,2,0.1,0.3,0.3,0.2,0.4
I'm at Bar Arcobaleno ~,0,2,0.1,0.3,0.3,0.2,0.4
Tree House in New Zealand via Flickr ~,0,2,0.1,0.3,0.3,0.2,0.4
Pasture Project by Imbue Design (9) ~,0,2,0.1,0.3,0.3,0.2,0.4
I'm becoming super skilled at lighting the fire! ~,0,2,0.1,0.3,0.3,0.2,0.4
"I am watching The Borgias, The Confession (S02E10). ~",0,2,0.1,0.3,0.3,0.2,0.4
"I was just awarded the ""The Son"" badge at ~",0,2,0.1,0.3,0.3,0.2,0.4
I rated The Borgias: S02E10 ?????. ~,0,2,0.1,0.3,0.3,0.2,0.4
Winter is coming  ~,0,2,0.1,0.3,0.3,0.2,0.4
I just ousted @ as the mayor of Bar Arcobaleno on @ ~,0,2,0.1,0.3,0.3,0.2,0.4
Not In Kansas Anymore Art Print by Señor Salme - $19.00 ~,0,2,0.1,0.3,0.3,0.2,0.4
Absolutism Art Print by Genis Carreras - $17.00 ~,0,2,0.1,0.3,0.3,0.2,0.4
Our B&B website is now online! Check it out!  ~,0,2,0.1,0.3,0.3,0.2,0.4
"I am watching The Newsroom, Bullies (S01E06). ~ #newsroom",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Fringe, Transilience Thought U... (S05E01). ~",0,2,0.1,0.3,0.3,0.2,0.4
Today we don't have the best view... #fog #urbino #uniurb ~,0,2,0.1,0.3,0.3,0.2,0.4
@ ops...,0,2,0.1,0.3,0.3,0.2,0.4
"I am watching The Newsroom, The Blackout Part II: ... (S01E09). ~ #newsroom",0,2,0.1,0.3,0.3,0.2,0.4
Heading to the pot of gold ~,0,2,0.1,0.3,0.3,0.2,0.4
Goal of this afternoon: finish the pathway  @ Ca' Montanaro ~,0,2,0.1,0.3,0.3,0.2,0.4
Missione compiuta !  * Pic made with #Nostalgio ( ~ ) ~,0,2,0.1,0.3,0.3,0.2,0.4
@ maybe it prevents airsickness #fabricatingtheories,0,2,0.1,0.3,0.3,0.2,0.4
@ any news?,0,2,0.1,0.3,0.3,0.2,0.4
"Amazing view from the ""torre di Pisa "", #valdifiemme #trentino ~",0,2,0.1,0.3,0.3,0.2,0.4
I just became the mayor of Volti di Pietra B&B on @ ~,0,2,0.1,0.3,0.3,0.2,0.4
ohhh look me and @ presenting at @ 2011 ;-) ~,0,2,0.1,0.3,0.3,0.2,0.4
I am watching Mission: Impossible - Ghost Protocol. ~ #MI4,0,2,0.1,0.3,0.3,0.2,0.4
This is a little bit technical but if you work with online #sns and #sna you might find it interesting ~,0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Fringe, The Bullet That Saved ... (S05E04). ~ #Fringe",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Fringe, An Origin Story (S05E05). ~ #Fringe",0,2,0.1,0.3,0.3,0.2,0.4
Reelection breakfast #obama #usa2012 #usa2008 ~,0,2,0.1,0.3,0.3,0.2,0.4
"So this is how it is when you leave earlier the office ... #un @ Università degli Studi di Urbino ""Carlo Bo"" ~",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Black Mirror, The National Anthem (S01E01). ~ #BlackMirror",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Black Mirror, 15 Million Merits (S01E02). ~ #BlackMirror",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Black Mirror, The Entire History of You (S01E03). ~ #BlackMirror",0,2,0.1,0.3,0.3,0.2,0.4
I rated Black Mirror: S01E03 ?????. ~,0,2,0.1,0.3,0.3,0.2,0.4
I am watching The Iron Lady. ~,0,2,0.1,0.3,0.3,0.2,0.4
If you're planning a trip in Italy ...  ~,0,2,0.1,0.3,0.3,0.2,0.4
The beauty & the beast ~,0,2,0.1,0.3,0.3,0.2,0.4
@ let me guess... Young people will use the Internet to participate in the political debate ?,0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Fringe, Through the Looking Gl... (S05E06). ~ #Fringe",0,2,0.1,0.3,0.3,0.2,0.4
"Fellows, Postdocs, and Visiting Professors for @ for the academic year 2013-2014. ~",0,2,0.1,0.3,0.3,0.2,0.4
"""Your article listed below is currently in production with Taylor & Francis"" cool! ;-)",0,2,0.1,0.3,0.3,0.2,0.4
"ok, EU proposal (a very smart project): submitted!",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Dexter, Sin of Omission (S06E08). ~ #Dexter",0,2,0.1,0.3,0.3,0.2,0.4
"I was just awarded the ""Kill Them with Kindness"" badge at ~",0,2,0.1,0.3,0.3,0.2,0.4
"I was just awarded the ""The Ritual"" badge at ~",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Dexter, Ricochet Rabbit (S06E10). ~ #Dexter",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Dexter, Talk to the Hand (S06E11). ~ #Dexter",0,2,0.1,0.3,0.3,0.2,0.4
Tonight we're playing with the autumn  @ Volti di Pietra B&B ~,0,2,0.1,0.3,0.3,0.2,0.4
I am watching Another Earth. ~ #AnotherEarth,0,2,0.1,0.3,0.3,0.2,0.4
"I'm at Aule Ercolani (Bologna, Emilia-Romagna) w/ 2 others ~",0,2,0.1,0.3,0.3,0.2,0.4
"Back in bologna, not sure if I missed this place",0,2,0.1,0.3,0.3,0.2,0.4
Funny how the recent democrats primary elections here had an unexpected scientific side effect: u can't predict anything with social media.,0,2,0.1,0.3,0.3,0.2,0.4
@ what if the kids were screaming at you barking dog ? #perspectives ;) #bringyourdogwhenvisiting,0,2,0.1,0.3,0.3,0.2,0.4
@ I'm not messing with you in a thousand year... ;-),0,2,0.1,0.3,0.3,0.2,0.4
@ things happen. ;-) seriously speaking: the whole concept of using online data to predict anything should be redefined. More later,0,2,0.1,0.3,0.3,0.2,0.4
@ the musical saw scene was really good and your Star Trek theme is amazing !,0,2,0.1,0.3,0.3,0.2,0.4
@ playing star trek theme: ~,0,2,0.1,0.3,0.3,0.2,0.4
I'm at Raffaello w/ @ ~,0,2,0.1,0.3,0.3,0.2,0.4
"Our paper ""The Open laboratory"" has been published in JTHS (~",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Dexter, Are You...? (S07E01). ~ #Dexter",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Dexter, Sunshine and Frosty Swirl (S07E02). ~ #Dexter",0,2,0.1,0.3,0.3,0.2,0.4
tu scrivi Yahoo Answer e Word traduce Yahoo Ansie... non male come insight.,0,2,0.1,0.3,0.3,0.2,0.4
Oh oh oh last night we had more snow...,0,2,0.1,0.3,0.3,0.2,0.4
"I must admit that university building in Pesaro has a damn goo @ Università degli Studi di Urbino ""Carlo Bo"" ~",0,2,0.1,0.3,0.3,0.2,0.4
@ yep... TED is what they need: ~,0,2,0.1,0.3,0.3,0.2,0.4
@ let it snow let it snow let it snow... @,0,2,0.1,0.3,0.3,0.2,0.4
I am watching The Hobbit: An Unexpected Journey. ~ #TheHobbit,0,2,0.1,0.3,0.3,0.2,0.4
"I was just awarded the ""Movie Superfan"" badge at ~",0,2,0.1,0.3,0.3,0.2,0.4
I am watching Skyfall. ~ #Skyfall,0,2,0.1,0.3,0.3,0.2,0.4
"I'm at LaRiCA (Urbino, Italy) ~",0,2,0.1,0.3,0.3,0.2,0.4
I just unlocked the “Mall Rat” badge on @ for checking in at malls! Time for a fancy pretzel. ~,0,2,0.1,0.3,0.3,0.2,0.4
"I'm at Conad Pergola (Pergola, Italy) ~",0,2,0.1,0.3,0.3,0.2,0.4
Facciamoci del male... (@ Centro commerciale Auchan w/ 3 others) ~,0,2,0.1,0.3,0.3,0.2,0.4
I just ousted @ as the mayor of Le Due Sorelle on @ ~,0,2,0.1,0.3,0.3,0.2,0.4
"I am watching The Walking Dead, Days Gone Bye (S01E01). ~ #TheWalkingDead",0,2,0.1,0.3,0.3,0.2,0.4
Christmas' Social Network Analysis #sna #Christmas #Natale ~,0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Dexter, Do the Wrong Thing (S07E06). ~ #Dexter",0,2,0.1,0.3,0.3,0.2,0.4
"I was just awarded the ""The Code"" badge at ~",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Dexter, Chemistry (S07E07). ~ #Dexter",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching The Walking Dead, Guts (S01E02). ~ #TheWalkingDead",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching Dexter, Argentina (S07E08). ~ #Dexter",0,2,0.1,0.3,0.3,0.2,0.4
"I was just awarded the ""Bloody Terrific"" badge at ~",0,2,0.1,0.3,0.3,0.2,0.4
"I just reached Level 3 of the ""Pizzaiolo"" badge on @ I’ve checked in at 10 different pizza joints! ~",0,2,0.1,0.3,0.3,0.2,0.4
I just ousted massimo M. as the mayor of Conad Pergola on @ ~,0,2,0.1,0.3,0.3,0.2,0.4
Happy new year... Now there's a huge amount of dishes to be washed and huge hangover to survive. #wheretobegin?,0,2,0.1,0.3,0.3,0.2,0.4
#MotionX Share:  ~ MotionX-GPS,0,2,0.1,0.3,0.3,0.2,0.4
I am watching The Lord of  the Rings: The Fellowship of the Ring. ~ #TheFellowshipOfTheRing,0,2,0.1,0.3,0.3,0.2,0.4
"I am watching The Walking Dead, Vatos (S01E04). ~ #TheWalkingDead",0,2,0.1,0.3,0.3,0.2,0.4
"I was just awarded the ""Undead"" badge at ~",0,2,0.1,0.3,0.3,0.2,0.4
"I am watching The Walking Dead, Wildfire (S01E05). ~ #TheWalkingDead",0,2,0.1,0.3,0.3,0.2,0.4
I just ousted @ as the mayor of Hosteria La Rocca on @ ~,0,2,0.1,0.3,0.3,0.2,0.4
Back at work on Jan. 3rd... I should get a special badge for that! (@ LaRiCA) ~,0,2,0.1,0.3,0.3,0.2,0.4
I just ousted @ as the mayor of LaRiCA on @ ~,0,2,0.1,0.3,0.3,0.2,0.4
I am watching The Lord of the Rings: The Two Towers. ~ #TheTwoTowers,0,2,0.1,0.3,0.3,0.2,0.4
!!! @ Honestly 80 percent of us haven't gotten our PVCs. Shhhh”,1,1,0.2,0.0,0.0,0.3,0.4
A nightmare dressed in daydream ????,1,1,0.2,0.0,0.0,0.3,0.4
???????? @ “@ Seriously craving waina/masa ????” and I alkubus ????”,1,1,0.2,0.0,0.0,0.3,0.4
Yup @ Blank space ? @ A nightmare dressed in daydream ????”,1,1,0.2,0.0,0.0,0.3,0.4
Hahahaha ???? @ Yaay!... i always know there's something about Pizza ????.... @ @ A slice of pizza can effectively,1,1,0.2,0.0,0.0,0.3,0.4
Hahaha @ You sabi good thing @ Yup @ Blank space ? @ A nightmare dressed in daydream ????”,1,1,0.2,0.0,0.0,0.3,0.4
Tell me tell me something I don't know ????,1,1,0.2,0.0,0.0,0.3,0.4
Na'am @ Fido! @ Hahaha @ You sabi good thing @ Yup @ Blank space ? @ A nightmare dressed i,1,1,0.2,0.0,0.0,0.3,0.4
Lol ok @ Ronaldo is beta than messi @,1,1,0.2,0.0,0.0,0.3,0.4
Lmao @ Lmao... twitter sha... @ Ronaldo is beta than messi @,1,1,0.2,0.0,0.0,0.3,0.4
"Hehehe @ ""@ Lol ok @ Ronaldo is beta than messi @ Must be coming from a GEJ fan...”",1,1,0.2,0.0,0.0,0.3,0.4
A consistency someone can cling to.,1,1,0.2,0.0,0.0,0.3,0.4
The delicious rush of joy...,1,1,0.2,0.0,0.0,0.3,0.4
"Here, lol @ Where ? @ The delicious rush of joy...”",1,1,0.2,0.0,0.0,0.3,0.4
The magic is here..,1,1,0.2,0.0,0.0,0.3,0.4
Gonna need so much of that to fix this ????,1,1,0.2,0.0,0.0,0.3,0.4
Plunged into abyss..,1,1,0.2,0.0,0.0,0.3,0.4
"Allah ko, lol @ Kinsan kin iya settings lol @ Here, lol @ Where ? @ The delicious rush of joy...”",1,1,0.2,0.0,0.0,0.3,0.4
"Hahaha Masha Allah, thank @ @ ahaba konfam now... it however doesn't make you short of being wonderful.”",1,1,0.2,0.0,0.0,0.3,0.4
???????? @ i hate looking ugly the first time i meet someone like wait i can do better than this i swear”,1,1,0.2,0.0,0.0,0.3,0.4
Pills and portions ????????,1,1,0.2,0.0,0.0,0.3,0.4
"Lol, hands u water ko @ “@ Pills and portions ????????” ama need dem drugs after looking at ur avi! ????????????????????",1,1,0.2,0.0,0.0,0.3,0.4
Jamming old school with @ ???? Nostalgic!,1,1,0.2,0.0,0.0,0.3,0.4
"???? @ ???????? ""@ Jamming old school with @ ???? Nostalgic!""”",1,1,0.2,0.0,0.0,0.3,0.4
I see your true colors shining through ????,1,1,0.2,0.0,0.0,0.3,0.4
...always starts with the eyes.,1,1,0.2,0.0,0.0,0.3,0.4
...I was lost and you rescued me somehow...,1,1,0.2,0.0,0.0,0.3,0.4
"Lol, yes @ GPS? ""@ ...I was lost and you rescued me somehow...""”",1,1,0.2,0.0,0.0,0.3,0.4
"""Almighty God who put our soul in our brain"" ????????????",1,1,0.2,0.0,0.0,0.3,0.4
Give me love - Ed Sheeran ????,1,1,0.2,0.0,0.0,0.3,0.4
Cause lately I've been craving for me ???? @ Give me love like never before....“@ Give me love - Ed Sheeran ????””,1,1,0.2,0.0,0.0,0.3,0.4
"???? @ ""Paint splattered teardrops on my shirt... @ Give me love like never before....“@ Give me love -",1,1,0.2,0.0,0.0,0.3,0.4
"Alhamdulillah for a good day, Astagfirullah for the in between.",1,1,0.2,0.0,0.0,0.3,0.4
It takes a lot of work to be great...,1,1,0.2,0.0,0.0,0.3,0.4
"I embark on life, my path is all math @ Ancient wisdom valuable like gifts of gold.”",1,1,0.2,0.0,0.0,0.3,0.4
There will always be many people around during your triumph but just a few when you fall.,1,1,0.2,0.0,0.0,0.3,0.4
Lol! I thought ya'all left this in 2014 ???????????????? @ Beardless guys are women to me .lol”,1,1,0.2,0.0,0.0,0.3,0.4
????????????????????????????. @ Beardless guys are women to me .lol”,1,1,0.2,0.0,0.0,0.3,0.4
Oh darling my heart's on fire ????,1,1,0.2,0.0,0.0,0.3,0.4
Hehehe thank you @ RT *calling fire service* @ Oh darling my heart's on fire ????”,1,1,0.2,0.0,0.0,0.3,0.4
Magic - Cold Play,1,1,0.2,0.0,0.0,0.3,0.4
A professional mistake maker.,1,1,0.2,0.0,0.0,0.3,0.4
"Oh nice, it's awesome ?? @ One of my favorite songs of 2014 @ Magic - Cold Play”",1,1,0.2,0.0,0.0,0.3,0.4
Is tough! @ The devil within!”,1,1,0.2,0.0,0.0,0.3,0.4
"U know ? @ Jam ""@ Magic - Cold Play""”",1,1,0.2,0.0,0.0,0.3,0.4
Four seasons - Boys II men,1,1,0.2,0.0,0.0,0.3,0.4
"Very! Allah Ya cigaba da taimakon mu, Ameen Ameen @ Hard to conquer Fido @ Is tough! @ The devil within!",1,1,0.2,0.0,0.0,0.3,0.4
"Hahaha abi @ ... of Loneliness . ""@ Four seasons - Boys II men""”",1,1,0.2,0.0,0.0,0.3,0.4
"Am serious tho @ Lols be nice ""@ Wa ye shi? @ Mala'ikan Malo girls. Korede Bello”""”",1,1,0.2,0.0,0.0,0.3,0.4
"Hahahaha @ *pushingyoutwounderthemistletoe* @ Hahaha abi @ ... of Loneliness . ""@ Four seasons - Boys II men”",1,1,0.2,0.0,0.0,0.3,0.4
"Oh nice! Thanks dear ?? @ @ he is in mavins.. He sounds like a girl, nd girls luv him”",1,1,0.2,0.0,0.0,0.3,0.4
"In sha Allah! Great, thanks @ @ be part of this :) ""@ Public Financing Of Infrastructure Will Gulp N26.9trn In 5 Years",1,1,0.2,0.0,0.0,0.3,0.4
Ameen Ya Rahman @ May the souls of our dearly departed be at peace .”,1,1,0.2,0.0,0.0,0.3,0.4
Kapish ??@ Girls should be treated like a queen. ????”,1,1,0.2,0.0,0.0,0.3,0.4
"I agree ???? @ And boys like kings. ""@ Kapish ??@ Girls should be treated like a queen. ????”""”",1,1,0.2,0.0,0.0,0.3,0.4
EXACTLY ?? @ @ @ LOL! Treat her like a queen and she'll def treat you like the baddest king that ever liveth”,1,1,0.2,0.0,0.0,0.3,0.4
Yup ?? @ @ @ and vice versa :)”,1,1,0.2,0.0,0.0,0.3,0.4
???? @ 25-year-old man arrested for raping great grandmother in Ekiti ~ via @,1,1,0.2,0.0,0.0,0.3,0.4
"Lmao Ikr ???????????? @ The day you look like garbage, that's the one day you see everyone you know ????”",1,1,0.2,0.0,0.0,0.3,0.4
"Why na? @ This dude is getting married, plenty girls would be weeping now...”",1,1,0.2,0.0,0.0,0.3,0.4
"Lmao ko ba heff ????@ Why na? @ This dude is getting married, plenty girls would be weeping now. ~",1,1,0.2,0.0,0.0,0.3,0.4
